#	x	y
	03.710	03.710
	02.984	06.694
	03.584	10.278
	03.984	14.262
	03.800	18.062
	04.351	22.413
	04.151	26.564
	04.933	31.497
	03.300	34.797
	07.251	42.048
	10.735	52.783
	06.118	58.901
	08.182	07.083
	06.703	13.786
	09.284	23.070
	08.269	31.339
	11.916	103.255
	11.104	114.359
	15.718	130.077
	36.651	166.728
	31.938	198.666
	38.887	237.553
	24.440	321.993
